Status Pesanan,Waktu Pesanan Dibuat,Metode Pembayaran,Jumlah,Returned Quantity,Total Diskon,Total Berat,Ongkos Kirim Dibayar oleh Pembeli,Estimasi Potongan Biaya Pengiriman,Total Pembayaran,Perkiraan Ongkos Kirim,Provinsi,Kategori Produk,Jenis Pembatalan,Alasan Pembatalan,Ekspedisi,Metode Pengiriman,Jumlah Terjual Bersih,Weekend
Selesai,2025-01-23 16:12:00,COD (Bayar di Tempat),1,0,0.0,0.4,0.0,8000.0,11400,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2025-01-23 16:13:00,SeaBank Bayar Instan,1,0,0.0,0.65,0.0,8000.0,22000,8000.0,Jawa Barat,Other,nan,,SPX,Hemat,1,0
Selesai,2025-01-23 16:14:00,COD (Bayar di Tempat),1,0,0.0,1.0,0.0,10000.0,32824,10000.0,Banten,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2025-01-23 17:18:00,Saldo ShopeePay,2,0,0.0,4.0,12000.0,20000.0,117935,32000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Hemat,2,0
Selesai,2025-01-23 17:19:00,COD (Bayar di Tempat),2,0,0.0,1.0,14500.0,20000.0,36880,34500.0,Kalimantan Selatan,Kitchen & Dining,nan,,SPX,Hemat,2,0
Selesai,2025-01-23 17:36:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,8000.0,19200,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2025-01-23 20:56:00,COD (Bayar di Tempat),1,0,0.0,0.4,1000.0,20000.0,34280,21000.0,Riau,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2025-01-23 21:11:00,Saldo ShopeePay,2,0,0.0,0.4,0.0,10000.0,29667,10000.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Reguler,2,0
Batal,2025-01-23 22:05:00,COD (Bayar di Tempat),1,0,0.0,0.03,0.0,0.0,0,8000.0,Dki Jakarta,Tools & Accessories,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,1,0
Selesai,2025-01-23 22:08:00,COD (Bayar di Tempat),1,1,0.0,1.7,0.0,0.0,0,17800.0,Di Yogyakarta,Home Organization & Living,nan,,SPX,Hemat,0,0
Selesai,2025-01-23 22:12:00,SPayLater,1,0,0.0,0.03,8000.0,0.0,14130,8000.0,Dki Jakarta,Tools & Accessories,nan,,SPX,Hemat,1,0
Selesai,2025-01-23 23:44:00,Online Payment,5,0,0.0,2.5,0.0,40000.0,79500,40000.0,Banten,Food Storage & Packaging,nan,,SPX,Instant Delivery,5,0
Batal,2025-01-24 05:01:00,COD (Bayar di Tempat),1,0,0.0,0.14,0.0,0.0,0,13000.0,Jawa Barat,Kitchen & Dining,Pembeli,Ubah Pesanan yang Ada,SPX,Reguler,1,0
Selesai,2025-01-24 06:53:00,Saldo ShopeePay,10,0,0.0,5.0,17500.0,50000.0,259800,67500.0,Jawa Barat,Food Storage & Packaging,nan,,SPX,Hemat,10,0
Selesai,2025-01-24 08:34:00,Online Payment,4,0,0.0,0.8,0.0,10000.0,62500,10000.0,Banten,Kitchen & Dining,nan,,SPX,Reguler,4,0
Selesai,2025-01-24 11:08:00,Online Payment,20,0,0.0,7.0,20500.0,20000.0,152500,40500.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Same Day Delivery,20,0
Selesai,2025-01-24 11:55:00,Online Payment,1,0,0.0,5.45,0.0,18000.0,109500,18000.0,Banten,Other,nan,,SPX,Instant Delivery,1,0
Selesai,2025-01-24 11:55:00,Online Payment,1,0,0.0,5.45,0.0,18000.0,109500,18000.0,Banten,Kitchen & Dining,nan,,SPX,Instant Delivery,1,0
Selesai,2025-01-24 11:55:00,Online Payment,1,0,0.0,5.45,0.0,18000.0,109500,18000.0,Banten,Home Organization & Living,nan,,SPX,Instant Delivery,1,0
Selesai,2025-01-24 11:55:00,Online Payment,1,0,0.0,5.45,0.0,18000.0,109500,18000.0,Banten,Kitchen & Dining,nan,,SPX,Instant Delivery,1,0
Selesai,2025-01-24 12:00:00,Online Payment,1,0,0.0,6.2,14000.0,20000.0,99300,34000.0,Banten,Home Organization & Living,nan,,SPX,Instant Delivery,1,0
Selesai,2025-01-24 12:00:00,Online Payment,1,0,0.0,6.2,14000.0,20000.0,99300,34000.0,Banten,Home Organization & Living,nan,,SPX,Instant Delivery,1,0
Selesai,2025-01-24 12:00:00,Online Payment,2,0,0.0,6.2,14000.0,20000.0,99300,34000.0,Banten,Bathroom & Cleaning,nan,,SPX,Instant Delivery,2,0
Selesai,2025-01-24 15:11:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,14000.0,18529,14000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2025-01-24 17:01:00,Online Payment,50,0,150000.0,5.0,0.0,20000.0,705750,20000.0,Jawa Barat,Tools & Accessories,nan,,JNE,Kargo,50,0
Batal,2025-01-24 17:50:00,COD (Bayar di Tempat),1,0,0.0,1.0,0.0,0.0,0,63000.0,Sulawesi Utara,Home Organization & Living,Pembeli,Lainnya/ berubah pikiran,J&T,Express,1,0
Selesai,2025-01-24 18:30:00,SPayLater,3,0,0.0,12.15,6000.0,50000.0,360573,56000.0,Banten,Home Organization & Living,nan,,SPX,Instant Delivery,3,0
Selesai,2025-01-24 18:30:00,SPayLater,2,0,0.0,12.15,6000.0,50000.0,360573,56000.0,Banten,Other,nan,,SPX,Instant Delivery,2,0
Selesai,2025-01-24 18:30:00,SPayLater,5,0,0.0,12.15,6000.0,50000.0,360573,56000.0,Banten,Kitchen & Dining,nan,,SPX,Instant Delivery,5,0
Selesai,2025-01-24 18:30:00,SPayLater,1,0,0.0,12.15,6000.0,50000.0,360573,56000.0,Banten,Home Organization & Living,nan,,SPX,Instant Delivery,1,0
Selesai,2025-01-24 18:30:00,SPayLater,2,0,0.0,12.15,6000.0,50000.0,360573,56000.0,Banten,Home Organization & Living,nan,,SPX,Instant Delivery,2,0
Selesai,2025-01-24 18:30:00,SPayLater,1,0,0.0,12.15,6000.0,50000.0,360573,56000.0,Banten,Food Storage & Packaging,nan,,SPX,Instant Delivery,1,0
Selesai,2025-01-24 18:30:00,SPayLater,1,0,0.0,12.15,6000.0,50000.0,360573,56000.0,Banten,Kitchen & Dining,nan,,SPX,Instant Delivery,1,0
Selesai,2025-01-24 18:30:00,SPayLater,1,0,0.0,12.15,6000.0,50000.0,360573,56000.0,Banten,Kitchen & Dining,nan,,SPX,Instant Delivery,1,0
Selesai,2025-01-24 18:33:00,COD (Bayar di Tempat),1,0,0.0,1.0,16000.0,0.0,38440,16000.0,Jawa Tengah,Food Storage & Packaging,nan,,SPX,Hemat,1,0
Selesai,2025-01-24 18:35:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,15000.0,21592,15000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2025-01-24 19:45:00,SPayLater,2,0,0.0,1.31,0.0,18900.0,36366,18900.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,2,0
Selesai,2025-01-24 19:45:00,SPayLater,1,0,0.0,1.31,0.0,18900.0,36366,18900.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,1,0
Selesai,2025-01-24 20:10:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,11000.0,18576,11000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2025-01-24 21:19:00,COD (Bayar di Tempat),1,0,0.0,0.07,8000.0,0.0,18680,8000.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2025-01-24 22:03:00,Kartu Kredit/Debit,1,0,0.0,0.5,0.0,13000.0,20800,13000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2025-01-24 22:24:00,Kartu Kredit/Debit,2,0,0.0,0.31,8000.0,0.0,36376,8000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,2,0
Selesai,2025-01-24 22:24:00,Kartu Kredit/Debit,1,0,0.0,0.31,8000.0,0.0,36376,8000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,1,0
Selesai,2025-01-25 01:54:00,COD (Bayar di Tempat),1,0,0.0,0.44,3500.0,25000.0,54269,28500.0,Jambi,Kitchen & Dining,nan,,SPX,Pick Up Point,1,1
Selesai,2025-01-25 01:54:00,COD (Bayar di Tempat),1,0,0.0,0.44,3500.0,25000.0,54269,28500.0,Jambi,Kitchen & Dining,nan,,SPX,Pick Up Point,1,1
Selesai,2025-01-25 01:54:00,COD (Bayar di Tempat),2,0,0.0,0.44,3500.0,25000.0,54269,28500.0,Jambi,Tools & Accessories,nan,,SPX,Pick Up Point,2,1
Selesai,2025-01-25 02:02:00,COD (Bayar di Tempat),1,0,0.0,0.5,5100.0,15000.0,23984,20100.0,Riau,Home Organization & Living,nan,,SPX,Reguler,1,1
Selesai,2025-01-25 02:06:00,Online Payment,1,0,0.0,0.1,0.0,9500.0,11000,9500.0,Jawa Barat,Tools & Accessories,nan,,SPX,Reguler,1,1
Selesai,2025-01-25 06:03:00,Online Payment,1,0,0.0,0.1,0.0,9000.0,8679,9000.0,Di Yogyakarta,Tools & Accessories,nan,,SPX,Hemat,1,1
Selesai,2025-01-25 08:30:00,COD (Bayar di Tempat),1,0,0.0,0.4,1000.0,15000.0,12440,16000.0,Jawa Timur,Home Organization & Living,nan,,SPX,Hemat,1,1
Batal,2025-01-25 08:43:00,Online Payment,1,0,0.0,0.1,0.0,0.0,0,9500.0,Banten,Tools & Accessories,Sistem Otomatis,Lainnya,Platform Default,Reguler,1,1
Selesai,2025-01-25 09:10:00,Online Payment,1,0,0.0,0.5,0.0,9500.0,20948,9500.0,Banten,Home Organization & Living,nan,,SPX,Reguler,1,1
Selesai,2025-01-25 09:22:00,COD (Bayar di Tempat),1,0,0.0,0.5,14500.0,21000.0,36672,35500.0,Kalimantan Timur,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2025-01-25 09:34:00,SPayLater,2,0,0.0,0.2,0.0,13000.0,19180,13000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Reguler,2,1
Selesai,2025-01-25 09:42:00,COD (Bayar di Tempat),1,0,0.0,0.4,1000.0,15000.0,11440,16000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2025-01-25 09:44:00,Online Payment,1,0,0.0,0.5,0.0,8000.0,21800,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2025-01-25 09:59:00,COD (Bayar di Tempat),1,0,0.0,1.0,0.0,16000.0,37920,16000.0,Di Yogyakarta,Kitchen & Dining,nan,,SPX,Hemat,1,1
Selesai,2025-01-25 10:03:00,COD (Bayar di Tempat),1,0,0.0,0.4,1000.0,15000.0,15040,16000.0,Jawa Tengah,Food Storage & Packaging,nan,,SPX,Hemat,1,1
Selesai,2025-01-25 10:57:00,COD (Bayar di Tempat),1,0,0.0,0.4,1000.0,15000.0,12440,16000.0,Jawa Timur,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2025-01-25 12:04:00,Online Payment,1,0,0.0,0.2,0.0,17000.0,27980,17000.0,Jawa Tengah,Kitchen & Dining,nan,,SPX,Reguler,1,1
Selesai,2025-01-25 12:39:00,COD (Bayar di Tempat),2,0,0.0,0.4,12500.0,25000.0,45200,37500.0,Kalimantan Timur,Kitchen & Dining,nan,,SPX,Hemat,2,1
Selesai,2025-01-25 12:41:00,Saldo ShopeePay,1,0,0.0,0.3,0.0,8000.0,6578,8000.0,Banten,Bathroom & Cleaning,nan,,SPX,Hemat,1,1
Selesai,2025-01-25 13:15:00,COD (Bayar di Tempat),1,0,0.0,0.4,2000.0,15000.0,13480,17000.0,Jawa Timur,Home Organization & Living,nan,,SPX,Reguler,1,1
Selesai,2025-01-25 13:45:00,COD (Bayar di Tempat),1,0,0.0,0.4,0.0,10000.0,11400,10000.0,Banten,Home Organization & Living,nan,,SPX,Reguler,1,1
Selesai,2025-01-25 15:05:00,COD (Bayar di Tempat),1,0,0.0,0.4,1000.0,15000.0,12440,16000.0,Jawa Timur,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2025-01-25 15:07:00,SeaBank Bayar Instan,1,0,0.0,4.2,0.0,52000.0,72000,52000.0,Banten,Kitchen & Dining,nan,,GoSend,Instant Delivery,1,1
Batal,2025-01-25 15:48:00,COD (Bayar di Tempat),2,0,0.0,2.4,0.0,0.0,0,20800.0,Jawa Barat,Home Organization & Living,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,2,1
Selesai,2025-01-25 15:55:00,Online Payment,1,0,0.0,0.5,500000.0,15000.0,22300,15500.0,Jawa Tengah,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2025-01-25 16:06:00,Saldo ShopeePay,2,0,0.0,2.8,0.0,37800.0,98900,37800.0,Sumatera Barat,Kitchen & Dining,nan,,SPX,Hemat,2,1
Selesai,2025-01-25 16:06:00,Saldo ShopeePay,6,0,0.0,2.8,0.0,37800.0,98900,37800.0,Sumatera Barat,Kitchen & Dining,nan,,SPX,Hemat,6,1
Selesai,2025-01-25 16:32:00,COD (Bayar di Tempat),1,0,0.0,1.0,11500.0,25000.0,49152,36500.0,Riau,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2025-01-25 16:37:00,COD (Bayar di Tempat),1,0,0.0,0.4,0.0,17000.0,11400,17000.0,Jawa Timur,Home Organization & Living,nan,,SPX,Reguler,1,1
Selesai,2025-01-25 17:06:00,SPayLater,1,0,0.0,0.2,1000.0,15000.0,17160,16000.0,Jawa Tengah,Kitchen & Dining,nan,,SPX,Hemat,1,1
Selesai,2025-01-25 18:48:00,COD (Bayar di Tempat),2,0,0.0,0.25,1000.0,15000.0,31160,16000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,2,1
Selesai,2025-01-25 18:48:00,COD (Bayar di Tempat),1,0,0.0,0.25,1000.0,15000.0,31160,16000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,1,1
Selesai,2025-01-25 18:53:00,COD (Bayar di Tempat),1,0,0.0,0.1,0.0,9500.0,10880,9500.0,Jawa Barat,Tools & Accessories,nan,,SPX,Reguler,1,1
Selesai,2025-01-25 18:55:00,Saldo ShopeePay,1,0,0.0,0.5,0.0,10000.0,19400,10000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Reguler,1,1
Batal,2025-01-25 19:01:00,Saldo ShopeePay,2,0,0.0,1.0,0.0,0.0,0,17000.0,Sumatera Selatan,Home Organization & Living,Pembeli,Lainnya/ berubah pikiran,SPX,Hemat,2,1
Selesai,2025-01-25 19:49:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,14000.0,22112,14000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,1
Selesai,2025-01-25 21:32:00,COD (Bayar di Tempat),1,0,0.0,0.1,0.0,9500.0,10880,9500.0,Jawa Barat,Tools & Accessories,nan,,SPX,Reguler,1,1
Selesai,2025-01-25 22:41:00,Saldo ShopeePay,1,0,0.0,0.4,0.0,9900.0,11900,9900.0,Sumatera Selatan,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2025-01-25 22:56:00,Saldo ShopeePay,2,0,0.0,1.0,2000.0,25000.0,42182,27000.0,Kalimantan Barat,Home Organization & Living,nan,,SPX,Reguler,2,1
Selesai,2025-01-25 23:01:00,COD (Bayar di Tempat),1,0,0.0,0.4,2000.0,15000.0,13480,17000.0,Jawa Tengah,Home Organization & Living,nan,,SPX,Reguler,1,1
Selesai,2025-01-25 23:04:00,SPayLater,2,0,0.0,1.15,0.0,16000.0,57358,16000.0,Jawa Timur,Other,nan,,SPX,Hemat,2,1
Selesai,2025-01-25 23:04:00,SPayLater,1,0,0.0,1.15,0.0,16000.0,57358,16000.0,Jawa Timur,Kitchen & Dining,nan,,SPX,Hemat,1,1
Selesai,2025-01-25 23:04:00,SPayLater,2,0,0.0,1.15,0.0,16000.0,57358,16000.0,Jawa Timur,Home Organization & Living,nan,,SPX,Hemat,2,1
Selesai,2025-01-25 23:18:00,Kartu Kredit/Debit,1,0,0.0,0.1,0.0,8000.0,10000,8000.0,Dki Jakarta,Tools & Accessories,nan,,SPX,Hemat,1,1
Selesai,2025-01-25 23:28:00,Saldo ShopeePay,1,0,0.0,0.4,0.0,8000.0,31900,8000.0,Banten,Kitchen & Dining,nan,,SPX,Hemat,1,1
Selesai,2025-01-26 07:57:00,Saldo ShopeePay,1,0,0.0,1.0,8000.0,0.0,191900,8000.0,Dki Jakarta,Other,nan,,SPX,Hemat,1,1
Batal,2025-01-26 08:03:00,COD (Bayar di Tempat),4,0,0.0,1.2,0.0,0.0,0,34500.0,Nanggroe Aceh Darussalam (Nad),Kitchen & Dining,Sistem Otomatis,Penjual gagal mengirimkan pesanan tepat waktu,SPX,Hemat,4,1
Selesai,2025-01-26 08:51:00,Saldo ShopeePay,1,0,0.0,1.0,8000.0,0.0,28900,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2025-01-26 09:16:00,COD (Bayar di Tempat),2,0,0.0,0.6,0.0,43000.0,34280,43000.0,Kalimantan Barat,Kitchen & Dining,nan,,SPX,Reguler,2,1
Batal,2025-01-26 09:36:00,Online Payment,2,0,0.0,8.0,0.0,0.0,0,39900.0,Jawa Timur,Tools & Accessories,Pembeli,Ubah Pesanan yang Ada,JNE,Kargo,2,1
Selesai,2025-01-26 09:53:00,COD (Bayar di Tempat),2,0,0.0,0.4,18000.0,20000.0,50920,38000.0,Sulawesi Selatan,Kitchen & Dining,nan,,SPX,Reguler,2,1
Selesai,2025-01-26 10:46:00,COD (Bayar di Tempat),1,0,0.0,0.11,0.0,6500.0,12960,6500.0,Jawa Barat,Tools & Accessories,nan,,SPX,Reguler,1,1
Selesai,2025-01-26 10:54:00,SPayLater,1,0,0.0,1.0,0.0,8000.0,38168,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2025-01-26 12:18:00,Saldo ShopeePay,1,0,0.0,1.7,0.0,32000.0,67127,32000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2025-01-26 12:47:00,COD (Bayar di Tempat),2,0,0.0,0.4,15500.0,20000.0,49360,35500.0,Jambi,Kitchen & Dining,nan,,J&T,Hemat,2,1
Selesai,2025-01-26 13:06:00,COD (Bayar di Tempat),1,0,0.0,2.0,8800.0,20000.0,90544,28800.0,Banten,Home Organization & Living,nan,,SPX,Reguler,1,1
Selesai,2025-01-26 13:06:00,COD (Bayar di Tempat),1,0,0.0,2.0,8800.0,20000.0,90544,28800.0,Banten,Kitchen & Dining,nan,,SPX,Reguler,1,1
Selesai,2025-01-26 13:30:00,COD (Bayar di Tempat),1,0,0.0,0.4,0.0,8000.0,10585,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,1
Batal,2025-01-26 13:38:00,Online Payment,5,0,0.0,1.0,0.0,0.0,0,20000.0,Jambi,Home Organization & Living,Sistem Otomatis,Penjual gagal mengirimkan pesanan tepat waktu,J&T,Hemat,5,1
Selesai,2025-01-26 15:27:00,COD (Bayar di Tempat),1,0,0.0,0.4,14500.0,20000.0,58720,34500.0,Lampung,Kitchen & Dining,nan,,SPX,Hemat,1,1
Selesai,2025-01-26 15:38:00,SPayLater,2,0,0.0,0.16,0.0,13000.0,11100,13000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Reguler,2,1
Selesai,2025-01-26 16:46:00,COD (Bayar di Tempat),1,0,0.0,1.1,0.0,9900.0,35840,9900.0,Sumatera Selatan,Home Organization & Living,nan,,SPX,Reguler,1,1
Selesai,2025-01-26 16:46:00,COD (Bayar di Tempat),2,0,0.0,1.1,0.0,9900.0,35840,9900.0,Sumatera Selatan,Home Organization & Living,nan,,SPX,Reguler,2,1
Selesai,2025-01-26 18:10:00,COD (Bayar di Tempat),1,0,0.0,0.4,0.0,14700.0,33240,14700.0,Lampung,Kitchen & Dining,nan,,SPX,Hemat,1,1
Batal,2025-01-26 18:26:00,SPayLater,2,0,0.0,0.8,0.0,0.0,0,6500.0,Dki Jakarta,Kitchen & Dining,Sistem Otomatis,Penjual gagal mengirimkan pesanan tepat waktu,SPX,Hemat,2,1
Selesai,2025-01-26 18:37:00,Saldo ShopeePay,2,0,0.0,4.0,7200.0,20000.0,73100,27200.0,Jawa Barat,Bathroom & Cleaning,nan,,SPX,Hemat,2,1
Selesai,2025-01-26 18:37:00,Saldo ShopeePay,3,0,0.0,4.0,7200.0,20000.0,73100,27200.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Hemat,3,1
Batal,2025-01-26 19:31:00,COD (Bayar di Tempat),1,0,0.0,1.0,0.0,0.0,0,52100.0,Nanggroe Aceh Darussalam (Nad),Food Storage & Packaging,Sistem Otomatis,Penjual gagal mengirimkan pesanan tepat waktu,SPX,Hemat,1,1
Selesai,2025-01-26 19:34:00,COD (Bayar di Tempat),1,0,0.0,0.1,0.0,8000.0,7760,8000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,1,1
Selesai,2025-01-26 21:46:00,SPayLater,1,0,0.0,0.1,8000.0,0.0,18675,8000.0,Dki Jakarta,Tools & Accessories,nan,,SPX,Hemat,1,1
Selesai,2025-01-26 22:17:00,COD (Bayar di Tempat),1,0,0.0,0.5,2000.0,15000.0,23672,17000.0,Sumatera Selatan,Home Organization & Living,nan,,SPX,Hemat,1,1
Batal,2025-01-26 22:50:00,SPayLater,1,0,0.0,1.0,0.0,0.0,0,20000.0,Jambi,Food Storage & Packaging,Sistem Otomatis,Lainnya,Platform Default,Hemat,1,1
Selesai,2025-01-26 23:26:00,SeaBank Bayar Instan,2,0,0.0,1.0,0.0,8000.0,40600,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,2,1
Selesai,2025-01-27 00:11:00,COD (Bayar di Tempat),1,0,0.0,0.5,3000.0,5000.0,21696,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Batal,2025-01-27 05:26:00,Online Payment,1,0,0.0,1.12,0.0,0.0,0,17000.0,Jawa Timur,Food Storage & Packaging,Sistem Otomatis,Lainnya,Platform Default,Reguler,1,0
Batal,2025-01-27 05:26:00,Online Payment,2,0,0.0,1.12,0.0,0.0,0,17000.0,Jawa Timur,Food Storage & Packaging,Sistem Otomatis,Lainnya,Platform Default,Reguler,2,0
Batal,2025-01-27 05:26:00,Online Payment,1,0,0.0,1.12,0.0,0.0,0,17000.0,Jawa Timur,Kitchen & Dining,Sistem Otomatis,Lainnya,Platform Default,Reguler,1,0
Selesai,2025-01-27 06:49:00,SeaBank Bayar Instan,1,0,0.0,0.1,4000.0,5000.0,14500,9000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,1,0
Selesai,2025-01-27 07:39:00,Online Payment,1,0,0.0,0.11,3000.0,5000.0,16500,8000.0,Banten,Tools & Accessories,nan,,SPX,Hemat,1,0
Batal,2025-01-27 08:10:00,Indomaret/i.Saku,4,0,0.0,20.0,0.0,0.0,0,42500.0,Banten,Food Storage & Packaging,Sistem Otomatis,Lainnya,Platform Default,Kargo,4,0
Batal,2025-01-27 09:31:00,Saldo ShopeePay,1,0,0.0,1.0,0.0,0.0,0,7700.0,Jawa Barat,Food Storage & Packaging,Pembeli,Lainnya/ berubah pikiran,J&T,Express,1,0
Selesai,2025-01-27 09:51:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,8000.0,18576,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2025-01-27 10:07:00,Saldo ShopeePay,1,0,0.0,1.5,0.0,25000.0,58500,25000.0,Banten,Home Organization & Living,nan,,SPX,Instant Delivery,1,0
Selesai,2025-01-27 10:07:00,Saldo ShopeePay,2,0,0.0,1.5,0.0,25000.0,58500,25000.0,Banten,Home Organization & Living,nan,,SPX,Instant Delivery,2,0
Selesai,2025-01-27 10:46:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,8000.0,21592,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2025-01-27 11:42:00,COD (Bayar di Tempat),1,0,0.0,0.2,1000.0,15000.0,18160,16000.0,Jawa Timur,Kitchen & Dining,nan,,SPX,Hemat,1,0
Batal,2025-01-27 12:07:00,COD (Bayar di Tempat),1,0,0.0,1.5,0.0,0.0,0,26100.0,Di Yogyakarta,Other,Sistem Otomatis,Penjual gagal mengirimkan pesanan tepat waktu,SPX,Hemat,1,0
Batal,2025-01-27 13:08:00,Saldo ShopeePay,1,0,0.0,1.5,0.0,0.0,0,16000.0,Jawa Barat,Home Organization & Living,Sistem Otomatis,Penjual gagal mengirimkan pesanan tepat waktu,SPX,Hemat,1,0
Selesai,2025-01-27 13:09:00,Saldo ShopeePay,1,0,0.0,0.5,3000.0,5000.0,24700,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2025-01-27 14:20:00,COD (Bayar di Tempat),1,0,0.0,0.4,3000.0,5000.0,14520,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2025-01-27 15:02:00,Online Payment,1,0,0.0,0.5,0.0,8000.0,19000,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Batal,2025-01-27 15:28:00,Kartu Kredit/Debit,1,0,0.0,1.0,0.0,0.0,0,43000.0,Dki Jakarta,Other,Sistem Otomatis,Lainnya,Platform Default,Instant Delivery,1,0
Selesai,2025-01-27 15:49:00,COD (Bayar di Tempat),1,0,0.0,0.03,8000.0,5000.0,11920,13000.0,Banten,Tools & Accessories,nan,,SPX,Hemat,1,0
Selesai,2025-01-27 15:50:00,Online Payment,1,0,0.0,0.3,0.0,8000.0,42000,8000.0,Jawa Barat,Other,nan,,SPX,Hemat,1,0
Selesai,2025-01-27 16:08:00,Online Payment,1,0,0.0,0.1,2500.0,5000.0,14500,7500.0,Banten,Tools & Accessories,nan,,SPX,Hemat,1,0
Selesai,2025-01-27 16:54:00,COD (Bayar di Tempat),1,0,0.0,0.4,8000.0,5000.0,19720,13000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2025-01-27 16:54:00,Saldo ShopeePay,1,0,0.0,0.4,0.0,15000.0,11900,15000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2025-01-27 17:51:00,COD (Bayar di Tempat),4,0,0.0,0.8,15500.0,20000.0,81600,35500.0,Jambi,Kitchen & Dining,nan,,J&T,Hemat,4,0
Selesai,2025-01-27 18:10:00,COD (Bayar di Tempat),1,0,0.0,0.3,3000.0,5000.0,14936,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2025-01-27 18:38:00,Online Payment,1,0,0.0,4.0,400000.0,20000.0,57400,20400.0,Banten,Bathroom & Cleaning,nan,,SPX,Reguler,1,0
Selesai,2025-01-27 18:45:00,COD (Bayar di Tempat),3,0,0.0,0.3,0.0,16000.0,55600,16000.0,Jawa Tengah,Tools & Accessories,nan,,SPX,Hemat,3,0
Selesai,2025-01-27 20:19:00,COD (Bayar di Tempat),1,0,0.0,0.2,3000.0,5000.0,20240,8000.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2025-01-27 20:48:00,Online Payment,2,0,0.0,0.2,0.0,8000.0,21000,8000.0,Banten,Tools & Accessories,nan,,SPX,Hemat,2,0
Selesai,2025-01-27 21:26:00,COD (Bayar di Tempat),1,0,0.0,2.6,3400.0,20000.0,36256,23400.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Hemat,1,0
