Status Pesanan,Waktu Pesanan Dibuat,Metode Pembayaran,Jumlah,Returned Quantity,Total Diskon,Total Berat,Ongkos Kirim Dibayar oleh Pembeli,Estimasi Potongan Biaya Pengiriman,Total Pembayaran,Perkiraan Ongkos Kirim,Provinsi,Kategori Produk,Jenis Pembatalan,Alasan Pembatalan,Ekspedisi,Metode Pengiriman,Jumlah Terjual Bersih,Weekend,year_month,Total Harga
Selesai,2024-05-09 18:53:00,Saldo ShopeePay,1,0,0,0.5,8000,0,28800,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,36800
Selesai,2024-05-09 20:10:00,COD (Bayar di Tempat),2,0,0,0.8,52000,30000,116480,82000,Kalimantan Tengah,Kitchen & Dining,,,J&T,Hemat,2,No,2024-05,168480
Selesai,2024-05-09 20:44:00,Saldo ShopeePay,2,0,0,1.0,18000,0,58600,18000,Dki Jakarta,Home Organization & Living,,,JNE,Express,2,No,2024-05,76600
Batal,2024-05-09 22:21:00,COD (Bayar di Tempat),1,0,0,1.7,0,0,0,16000,Banten,Home Organization & Living,Sistem Otomatis,Penjual gagal mengirimkan pesanan tepat waktu,SPX,Hemat,1,No,2024-05,0
Selesai,2024-05-10 00:02:00,COD (Bayar di Tempat),1,0,0,0.5,3000,30000,21800,33000,Bangka Belitung,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,24800
Batal,2024-05-10 07:26:00,COD (Bayar di Tempat),1,0,0,0.25,0,0,0,73000,Sulawesi Utara,Food Storage & Packaging,Pembeli,Lainnya/ berubah pikiran,J&T,Hemat,1,No,2024-05,0
Selesai,2024-05-10 09:15:00,SPayLater,1,0,0,0.2,13500,0,25745,13500,Jawa Barat,Other,,,SPX,Hemat,1,No,2024-05,39245
Selesai,2024-05-10 09:38:00,COD (Bayar di Tempat),1,0,0,0.5,0,9000,21592,9000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,21592
Batal,2024-05-10 10:11:00,COD (Bayar di Tempat),1,0,0,4.0,0,0,0,138000,Kalimantan Timur,Tools & Accessories,Sistem Otomatis,Pengiriman gagal,SPX,Hemat,1,No,2024-05,0
Selesai,2024-05-10 10:53:00,COD (Bayar di Tempat),1,0,0,0.5,0,11500,12700,11500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,12700
Selesai,2024-05-10 12:30:00,COD (Bayar di Tempat),2,0,0,0.4,8000,0,40520,8000,Banten,Kitchen & Dining,,,SPX,Hemat,2,No,2024-05,48520
Selesai,2024-05-10 14:29:00,COD (Bayar di Tempat),1,0,0,0.5,0,35900,19096,35900,Sumatera Utara,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,19096
Selesai,2024-05-10 14:44:00,COD (Bayar di Tempat),2,0,0,1.0,8000,0,44472,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,2,No,2024-05,52472
Batal,2024-05-10 17:49:00,COD (Bayar di Tempat),1,0,0,0.51,0,0,0,8000,Dki Jakarta,Home Organization & Living,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,1,No,2024-05,0
Batal,2024-05-10 17:49:00,COD (Bayar di Tempat),1,0,0,0.51,0,0,0,8000,Dki Jakarta,Food Storage & Packaging,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,1,No,2024-05,0
Selesai,2024-05-10 17:51:00,Saldo ShopeePay,1,0,0,0.51,8000,0,29900,8000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,37900
Selesai,2024-05-10 17:51:00,Saldo ShopeePay,1,0,0,0.51,8000,0,29900,8000,Dki Jakarta,Food Storage & Packaging,,,SPX,Hemat,1,No,2024-05,37900
Selesai,2024-05-10 20:16:00,Saldo ShopeePay,2,0,0,0.4,12000,0,41683,12000,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,2,No,2024-05,53683
Batal,2024-05-11 09:00:00,Online Payment,2,0,0,0.4,0,0,0,8000,Jawa Barat,Kitchen & Dining,Pembeli,Perlu mengubah pesanan,Platform Default,Hemat,2,Yes,2024-05,0
Selesai,2024-05-11 09:13:00,SPayLater,1,0,0,0.5,8000,0,29078,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-05,37078
Selesai,2024-05-11 09:25:00,Online Payment,2,0,0,0.4,8000,0,38964,8000,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,2,Yes,2024-05,46964
Selesai,2024-05-11 10:37:00,Online Payment,1,0,0,1.0,8000,0,47300,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-05,55300
Selesai,2024-05-11 11:20:00,COD (Bayar di Tempat),1,0,0,0.4,8000,0,40520,8000,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,1,Yes,2024-05,48520
Selesai,2024-05-11 11:50:00,COD (Bayar di Tempat),6,0,0,1.8,0,20000,110200,20000,Banten,Tools & Accessories,,,SPX,Reguler,6,Yes,2024-05,110200
Selesai,2024-05-11 11:59:00,COD (Bayar di Tempat),1,0,0,1.0,8000,0,47488,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-05,55488
Selesai,2024-05-11 12:59:00,COD (Bayar di Tempat),1,0,0,0.5,8000,0,29704,8000,Dki Jakarta,Kitchen & Dining,,,SPX,Hemat,1,Yes,2024-05,37704
Selesai,2024-05-11 12:59:00,COD (Bayar di Tempat),2,0,0,0.5,8000,0,29704,8000,Dki Jakarta,Kitchen & Dining,,,SPX,Hemat,2,Yes,2024-05,37704
Selesai,2024-05-11 13:18:00,Saldo ShopeePay,1,0,0,0.5,8000,0,28800,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-05,36800
Selesai,2024-05-11 13:23:00,Saldo ShopeePay,1,0,0,0.5,8000,0,25900,8000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-05,33900
Selesai,2024-05-11 14:54:00,Saldo ShopeePay,1,0,0,0.5,8000,0,28800,8000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-05,36800
Selesai,2024-05-11 15:08:00,Saldo ShopeePay,1,0,0,0.5,8000,0,28800,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-05,36800
Selesai,2024-05-11 16:11:00,Saldo ShopeePay,1,0,0,0.3,8000,0,26500,8000,Jawa Barat,Tools & Accessories,,,SPX,Hemat,1,Yes,2024-05,34500
Selesai,2024-05-11 19:34:00,COD (Bayar di Tempat),1,0,0,0.5,8000,0,29912,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-05,37912
Selesai,2024-05-11 19:42:00,COD (Bayar di Tempat),2,0,0,0.4,8000,0,40520,8000,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,2,Yes,2024-05,48520
Selesai,2024-05-11 21:02:00,COD (Bayar di Tempat),1,0,0,0.5,15000,0,34280,15000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-05,49280
Batal,2024-05-11 22:56:00,COD (Bayar di Tempat),1,0,0,0.35,0,0,0,8000,Dki Jakarta,Kitchen & Dining,Pembeli,Lainnya/ berubah pikiran,SPX,Hemat,1,Yes,2024-05,0
Selesai,2024-05-12 00:20:00,Saldo ShopeePay,1,0,0,0.5,16500,0,32350,16500,Banten,Home Organization & Living,,,SPX,Same Day Delivery,1,Yes,2024-05,48850
Selesai,2024-05-12 08:49:00,SPayLater,1,0,0,1.7,16000,0,83984,16000,Banten,Kitchen & Dining,,,SPX,Hemat,1,Yes,2024-05,99984
Selesai,2024-05-12 08:49:00,SPayLater,1,0,0,1.7,16000,0,83984,16000,Banten,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-05,99984
Selesai,2024-05-12 08:49:00,SPayLater,1,0,0,1.7,16000,0,83984,16000,Banten,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-05,99984
Selesai,2024-05-12 09:10:00,Saldo ShopeePay,1,0,0,1.75,0,16000,81154,16000,Banten,Kitchen & Dining,,,SPX,Hemat,1,Yes,2024-05,81154
Selesai,2024-05-12 09:10:00,Saldo ShopeePay,3,0,0,1.75,0,16000,81154,16000,Banten,Bathroom & Cleaning,,,SPX,Hemat,3,Yes,2024-05,81154
Selesai,2024-05-12 09:10:00,Saldo ShopeePay,2,0,0,1.75,0,16000,81154,16000,Banten,Home Organization & Living,,,SPX,Hemat,2,Yes,2024-05,81154
Selesai,2024-05-12 09:24:00,COD (Bayar di Tempat),1,0,0,0.5,8000,0,26896,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-05,34896
Selesai,2024-05-12 09:41:00,Online Payment,1,0,0,1.5,22000,10000,79710,32000,Jawa Tengah,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-05,101710
Selesai,2024-05-12 10:01:00,Online Payment,2,0,0,0.58,8000,0,52000,8000,Banten,Other,,,SPX,Hemat,2,Yes,2024-05,60000
Selesai,2024-05-12 10:01:00,Online Payment,1,0,0,0.58,8000,0,52000,8000,Banten,Food Storage & Packaging,,,SPX,Hemat,1,Yes,2024-05,60000
Selesai,2024-05-12 10:01:00,Online Payment,1,0,0,0.58,8000,0,52000,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-05,60000
Selesai,2024-05-12 10:24:00,COD (Bayar di Tempat),2,0,0,0.4,8000,0,40520,8000,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,2,Yes,2024-05,48520
Selesai,2024-05-12 11:03:00,COD (Bayar di Tempat),2,0,0,1.0,8000,0,50504,8000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,2,Yes,2024-05,58504
Selesai,2024-05-12 11:17:00,COD (Bayar di Tempat),1,0,0,0.5,0,9500,15812,9500,Banten,Home Organization & Living,,,SPX,Reguler,1,Yes,2024-05,15812
Selesai,2024-05-12 12:01:00,COD (Bayar di Tempat),1,0,0,1.5,6000,10000,63700,16000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-05,69700
Selesai,2024-05-12 14:35:00,COD (Bayar di Tempat),1,0,0,0.3,0,8000,10400,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-05,10400
Selesai,2024-05-12 14:38:00,Online Payment,2,0,0,1.0,8000,0,50600,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,2,Yes,2024-05,58600
Selesai,2024-05-12 14:39:00,COD (Bayar di Tempat),1,0,0,0.3,32700,0,56220,32700,Sulawesi Selatan,Tools & Accessories,,,SPX,Hemat,1,Yes,2024-05,88920
Selesai,2024-05-12 15:58:00,COD (Bayar di Tempat),1,0,0,0.2,6500,30000,22360,36500,Jambi,Kitchen & Dining,,,SPX,Hemat,1,Yes,2024-05,28860
Selesai,2024-05-12 16:06:00,COD (Bayar di Tempat),1,0,0,0.5,8000,0,29912,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-05,37912
Selesai,2024-05-12 16:12:00,Saldo ShopeePay,1,0,0,0.5,8000,0,25488,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-05,33488
Selesai,2024-05-12 20:19:00,COD (Bayar di Tempat),1,0,0,0.5,0,9500,18576,9500,Banten,Home Organization & Living,,,SPX,Reguler,1,Yes,2024-05,18576
Selesai,2024-05-12 21:28:00,COD (Bayar di Tempat),1,0,0,1.7,30000,40000,99800,70000,Sumatera Utara,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-05,129800
Batal,2024-05-12 23:06:00,COD (Bayar di Tempat),2,0,0,3.0,0,0,0,30000,Dki Jakarta,Home Organization & Living,Pembeli,Lainnya/ berubah pikiran,SPX,Reguler,2,Yes,2024-05,0
Selesai,2024-05-12 23:51:00,Online Payment,1,0,0,0.5,8000,0,28061,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-05,36061
Selesai,2024-05-13 01:06:00,COD (Bayar di Tempat),1,0,0,0.5,13000,0,32080,13000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,45080
Selesai,2024-05-13 02:22:00,Online Payment,1,0,0,3.0,17500,0,121636,17500,Banten,Home Organization & Living,,,SPX,Same Day Delivery,1,No,2024-05,139136
Selesai,2024-05-13 05:45:00,SPayLater,1,0,0,0.4,15500,0,41905,15500,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,1,No,2024-05,57405
Selesai,2024-05-13 05:45:00,SPayLater,1,0,0,0.4,15500,0,41905,15500,Jawa Barat,Bathroom & Cleaning,,,SPX,Hemat,1,No,2024-05,57405
Selesai,2024-05-13 05:51:00,COD (Bayar di Tempat),2,0,0,0.4,18000,0,50273,18000,Jawa Tengah,Kitchen & Dining,,,SPX,Hemat,2,No,2024-05,68273
Selesai,2024-05-13 07:18:00,Online Payment,1,0,0,0.5,8000,0,26900,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,34900
Selesai,2024-05-13 07:43:00,COD (Bayar di Tempat),1,1,0,0.2,0,0,0,8000,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,0,No,2024-05,0
Selesai,2024-05-13 07:53:00,Online Payment,1,0,0,1.21,8000,0,68800,8000,Banten,Bathroom & Cleaning,,,SPX,Hemat,1,No,2024-05,76800
Selesai,2024-05-13 07:53:00,Online Payment,1,0,0,1.21,8000,0,68800,8000,Banten,Kitchen & Dining,,,SPX,Hemat,1,No,2024-05,76800
Selesai,2024-05-13 07:53:00,Online Payment,1,0,0,1.21,8000,0,68800,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,76800
Selesai,2024-05-13 07:53:00,Online Payment,1,0,0,1.21,8000,0,68800,8000,Banten,Food Storage & Packaging,,,SPX,Hemat,1,No,2024-05,76800
Batal,2024-05-13 08:34:00,Online Payment,1,0,0,1.7,0,0,0,63000,Sulawesi Selatan,Home Organization & Living,Pembeli,Perlu mengubah pesanan,Platform Default,Hemat,1,No,2024-05,0
Selesai,2024-05-13 11:17:00,Online Payment,5,0,0,5.0,45000,0,237000,45000,Sumatera Utara,Food Storage & Packaging,,,J&T,Kargo,5,No,2024-05,282000
Batal,2024-05-13 12:41:00,COD (Bayar di Tempat),1,0,0,3.2,0,0,0,93600,Gorontalo,Home Organization & Living,Pembeli,Lainnya/ berubah pikiran,J&T,Hemat,1,No,2024-05,0
Selesai,2024-05-13 12:44:00,COD (Bayar di Tempat),1,0,0,2.6,93600,0,173600,93600,Gorontalo,Home Organization & Living,,,J&T,Hemat,1,No,2024-05,267200
Selesai,2024-05-13 13:49:00,COD (Bayar di Tempat),1,0,0,0.3,6000,40000,24920,46000,Sumatera Selatan,Bathroom & Cleaning,,,SPX,Hemat,1,No,2024-05,30920
Selesai,2024-05-13 14:23:00,COD (Bayar di Tempat),2,0,0,0.4,0,54500,30000,54500,Sulawesi Selatan,Kitchen & Dining,,,SPX,Hemat,2,No,2024-05,30000
Selesai,2024-05-13 14:54:00,COD (Bayar di Tempat),5,0,0,1.5,0,16000,92000,16000,Banten,Tools & Accessories,,,SPX,Hemat,5,No,2024-05,92000
Batal,2024-05-13 15:46:00,COD (Bayar di Tempat),1,0,0,1.25,0,0,0,8000,Dki Jakarta,Other,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,1,No,2024-05,0
Batal,2024-05-13 15:46:00,COD (Bayar di Tempat),2,0,0,1.25,0,0,0,8000,Dki Jakarta,Other,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,2,No,2024-05,0
Batal,2024-05-13 15:46:00,COD (Bayar di Tempat),2,0,0,1.25,0,0,0,8000,Dki Jakarta,Kitchen & Dining,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,2,No,2024-05,0
Selesai,2024-05-13 20:27:00,COD (Bayar di Tempat),1,0,0,0.2,8000,0,24920,8000,Banten,Kitchen & Dining,,,SPX,Hemat,1,No,2024-05,32920
Selesai,2024-05-13 23:46:00,Saldo ShopeePay,1,0,0,3.31,10000,20000,119000,30000,Banten,Food Storage & Packaging,,,SPX,Hemat,1,No,2024-05,129000
Selesai,2024-05-13 23:46:00,Saldo ShopeePay,1,0,0,3.31,10000,20000,119000,30000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,129000
Selesai,2024-05-14 04:08:00,COD (Bayar di Tempat),1,0,0,0.2,8000,0,24920,8000,Dki Jakarta,Kitchen & Dining,,,SPX,Hemat,1,No,2024-05,32920
Selesai,2024-05-14 05:54:00,COD (Bayar di Tempat),1,0,0,0.5,8000,0,26000,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,34000
Selesai,2024-05-14 05:58:00,COD (Bayar di Tempat),1,0,0,0.5,16000,0,35216,16000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,51216
Selesai,2024-05-14 06:54:00,COD (Bayar di Tempat),1,0,0,0.5,0,7500,18394,7500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,18394
Selesai,2024-05-14 08:13:00,Online Payment,5,0,0,1.5,0,20000,89500,20000,Banten,Tools & Accessories,,,SPX,Reguler,5,No,2024-05,89500
Selesai,2024-05-14 09:59:00,Saldo ShopeePay,1,0,0,1.0,10000,0,48000,10000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,58000
Selesai,2024-05-14 10:03:00,Online Payment,5,0,0,1.5,0,20000,89500,20000,Jawa Barat,Tools & Accessories,,,SPX,Reguler,5,No,2024-05,89500
Selesai,2024-05-14 10:55:00,SPayLater,2,0,0,1.4,29000,0,77200,29000,Di Yogyakarta,Kitchen & Dining,,,SPX,Hemat,2,No,2024-05,106200
Selesai,2024-05-14 10:55:00,SPayLater,3,0,0,1.4,29000,0,77200,29000,Di Yogyakarta,Kitchen & Dining,,,SPX,Hemat,3,No,2024-05,106200
Selesai,2024-05-14 10:55:00,SPayLater,1,0,0,1.4,29000,0,77200,29000,Di Yogyakarta,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,106200
Selesai,2024-05-14 11:03:00,Saldo ShopeePay,1,0,0,0.7,8000,0,36500,8000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,44500
Selesai,2024-05-14 11:03:00,Saldo ShopeePay,1,0,0,0.7,8000,0,36500,8000,Dki Jakarta,Bathroom & Cleaning,,,SPX,Hemat,1,No,2024-05,44500
Selesai,2024-05-14 11:16:00,COD (Bayar di Tempat),4,0,0,1.2,19500,0,94080,19500,Jawa Timur,Tools & Accessories,,,SPX,Hemat,4,No,2024-05,113580
Selesai,2024-05-14 13:15:00,COD (Bayar di Tempat),1,0,0,0.5,5500,10000,22400,15500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,27900
Selesai,2024-05-14 13:51:00,COD (Bayar di Tempat),2,0,0,1.0,8000,0,50504,8000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,2,No,2024-05,58504
Selesai,2024-05-14 14:16:00,COD (Bayar di Tempat),2,0,0,0.5,0,9000,28040,9000,Jawa Barat,Food Storage & Packaging,,,SPX,Hemat,2,No,2024-05,28040
Selesai,2024-05-14 14:26:00,COD (Bayar di Tempat),1,0,0,0.5,0,10000,18576,10000,Dki Jakarta,Home Organization & Living,,,SPX,Reguler,1,No,2024-05,18576
Selesai,2024-05-14 16:09:00,SPayLater,1,0,0,7.21,0,19000,149965,19000,Jawa Barat,Kitchen & Dining,,,J&T,Kargo,1,No,2024-05,149965
Selesai,2024-05-14 16:09:00,SPayLater,1,0,0,7.21,0,19000,149965,19000,Jawa Barat,Bathroom & Cleaning,,,J&T,Kargo,1,No,2024-05,149965
Selesai,2024-05-14 16:09:00,SPayLater,1,0,0,7.21,0,19000,149965,19000,Jawa Barat,Home Organization & Living,,,J&T,Kargo,1,No,2024-05,149965
Selesai,2024-05-14 16:09:00,SPayLater,1,0,0,7.21,0,19000,149965,19000,Jawa Barat,Food Storage & Packaging,,,J&T,Kargo,1,No,2024-05,149965
Selesai,2024-05-14 16:09:00,SPayLater,1,0,0,7.21,0,19000,149965,19000,Jawa Barat,Home Organization & Living,,,J&T,Kargo,1,No,2024-05,149965
Selesai,2024-05-14 16:30:00,Online Payment,1,0,0,0.6,0,8000,85000,8000,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,1,No,2024-05,85000
Selesai,2024-05-14 16:46:00,Saldo ShopeePay,1,0,0,2.6,4000,20000,100000,24000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,104000
Selesai,2024-05-14 17:35:00,COD (Bayar di Tempat),1,0,0,0.5,9000,0,30952,9000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,39952
Batal,2024-05-14 17:38:00,COD (Bayar di Tempat),2,0,0,0.4,0,0,0,8000,Jawa Barat,Kitchen & Dining,Pembeli,Perlu mengubah alamat pengiriman,SPX,Hemat,2,No,2024-05,0
Selesai,2024-05-14 17:39:00,COD (Bayar di Tempat),2,0,0,0.4,8000,0,40520,8000,Banten,Kitchen & Dining,,,SPX,Hemat,2,No,2024-05,48520
Selesai,2024-05-14 18:37:00,Online Payment,1,0,0,0.5,10000,0,31800,10000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,41800
Selesai,2024-05-14 18:47:00,Saldo ShopeePay,2,0,0,1.0,16500,0,57100,16500,Banten,Home Organization & Living,,,GoSend,Same Day Delivery,2,No,2024-05,73600
Selesai,2024-05-14 19:39:00,Online Payment,2,0,0,1.0,8000,0,49600,8000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,2,No,2024-05,57600
Selesai,2024-05-14 19:45:00,COD (Bayar di Tempat),1,0,0,1.5,16000,0,74008,16000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,90008
Batal,2024-05-14 20:04:00,SPayLater,1,0,0,2.6,0,0,0,57000,Jawa Timur,Home Organization & Living,Sistem Otomatis,Lainnya,Platform Default,Hemat,1,No,2024-05,0
Selesai,2024-05-14 20:53:00,COD (Bayar di Tempat),1,0,0,0.1,1500,15000,6552,16500,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,1,No,2024-05,8052
Selesai,2024-05-14 22:43:00,COD (Bayar di Tempat),1,0,0,0.5,8000,0,29912,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,37912
Selesai,2024-05-14 23:32:00,Saldo ShopeePay,1,0,0,0.5,36500,0,57300,36500,Dki Jakarta,Home Organization & Living,,,SPX,Same Day Delivery,1,No,2024-05,93800
Selesai,2024-05-15 07:15:00,Kartu Kredit/Debit,1,0,0,1.1,8000,0,40800,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,48800
Selesai,2024-05-15 07:15:00,Kartu Kredit/Debit,1,0,0,1.1,8000,0,40800,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,48800
Selesai,2024-05-15 07:21:00,COD (Bayar di Tempat),1,0,0,0.5,20500,0,39896,20500,Jawa Tengah,Home Organization & Living,,,SPX,Reguler,1,No,2024-05,60396
Selesai,2024-05-15 08:24:00,COD (Bayar di Tempat),1,0,0,1.0,0,8000,32730,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,32730
Batal,2024-05-15 12:52:00,Online Payment,20,0,0,12.0,0,0,0,98000,Banten,Tools & Accessories,Pembeli,Ubah Pesanan yang Ada,SPX,Instant Delivery,20,No,2024-05,0
Selesai,2024-05-15 12:54:00,COD (Bayar di Tempat),1,0,0,0.5,0,9500,18576,9500,Jawa Barat,Home Organization & Living,,,SPX,Reguler,1,No,2024-05,18576
Selesai,2024-05-15 13:15:00,COD (Bayar di Tempat),5,0,0,1.5,0,16000,92000,16000,Jawa Barat,Tools & Accessories,,,SPX,Hemat,5,No,2024-05,92000
Selesai,2024-05-15 13:48:00,Saldo ShopeePay,1,0,0,0.5,89000,0,109800,89000,Dki Jakarta,Home Organization & Living,,,SPX,Instant Delivery,1,No,2024-05,198800
Selesai,2024-05-15 13:55:00,COD (Bayar di Tempat),1,0,0,0.5,10500,0,32512,10500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,43012
Selesai,2024-05-15 13:56:00,COD (Bayar di Tempat),1,0,0,0.5,10500,0,29496,10500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,39996
Batal,2024-05-15 14:00:00,Online Payment,10,0,0,2.0,0,0,0,34000,Sumatera Selatan,Kitchen & Dining,Pembeli,Menemukan yang lebih murah,Platform Default,Hemat,10,No,2024-05,0
Batal,2024-05-15 14:14:00,Online Payment,10,0,0,2.0,0,0,0,34000,Sumatera Selatan,Kitchen & Dining,Sistem Otomatis,Lainnya,Platform Default,Hemat,10,No,2024-05,0
Selesai,2024-05-15 14:16:00,Saldo ShopeePay,8,0,0,4.8,22500,20000,455500,42500,Banten,Tools & Accessories,,,SPX,Same Day Delivery,8,No,2024-05,478000
Batal,2024-05-15 15:42:00,COD (Bayar di Tempat),1,0,0,0.2,0,0,0,18000,Jawa Tengah,Kitchen & Dining,Pembeli,Perlu mengubah alamat pengiriman,SPX,Hemat,1,No,2024-05,0
Selesai,2024-05-15 17:42:00,Saldo ShopeePay,10,0,0,2.0,14000,20000,165000,34000,Sumatera Selatan,Kitchen & Dining,,,SPX,Hemat,10,No,2024-05,179000
Selesai,2024-05-15 20:17:00,Saldo ShopeePay,1,0,0,1.5,15000,0,61800,15000,Banten,Home Organization & Living,,,SPX,Same Day Delivery,1,No,2024-05,76800
Selesai,2024-05-15 22:49:00,Saldo ShopeePay,1,0,0,0.5,8000,0,25900,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,33900
Selesai,2024-05-15 23:11:00,COD (Bayar di Tempat),1,0,0,0.5,8000,0,23776,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,31776
Batal,2024-05-16 00:02:00,COD (Bayar di Tempat),1,0,0,0.25,0,0,0,8000,Dki Jakarta,Home Organization & Living,Pembeli,Perlu mengubah alamat pengiriman,SPX,Hemat,1,No,2024-05,0
Selesai,2024-05-16 05:49:00,Saldo ShopeePay,1,0,0,2.7,4000,20000,100500,24000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,104500
Selesai,2024-05-16 05:49:00,Saldo ShopeePay,1,0,0,2.7,4000,20000,100500,24000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,104500
Batal,2024-05-16 07:06:00,COD (Bayar di Tempat),1,0,0,0.5,0,0,0,8000,Banten,Home Organization & Living,Pembeli,Lainnya/ berubah pikiran,SPX,Hemat,1,No,2024-05,0
Selesai,2024-05-16 07:10:00,COD (Bayar di Tempat),1,0,0,0.5,0,8000,21592,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,21592
Selesai,2024-05-16 09:03:00,Indomaret/i.Saku,1,0,0,0.5,18000,0,36350,18000,Dki Jakarta,Home Organization & Living,,,JNE,Express,1,No,2024-05,54350
Selesai,2024-05-16 10:43:00,COD (Bayar di Tempat),2,0,0,0.8,34600,0,99384,34600,Sumatera Selatan,Kitchen & Dining,,,SPX,Hemat,2,No,2024-05,133984
Selesai,2024-05-16 10:57:00,COD (Bayar di Tempat),1,0,0,0.2,0,8000,7240,8000,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,1,No,2024-05,7240
Selesai,2024-05-16 11:37:00,COD (Bayar di Tempat),1,0,0,0.5,0,8000,18576,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-05,18576
Batal,2024-05-16 12:41:00,Indomaret/i.Saku,1,0,0,2.0,0,0,0,16000,Dki Jakarta,Bathroom & Cleaning,Sistem Otomatis,Paket hilang di perjalanan,SPX,Hemat,1,No,2024-05,0
